equipamento,endereco,tipo_posto,id_tipo_posto,id_distrito,distrito,id_crs,crs,data_hora,indice_fila,status_fila,coronavac,astrazeneca,pfizer,intercambialidade,janssen,influenza,pfizer_ped,corona_ped,id_tb_unidades
UBS BRASILÂNDIA,"R. PARAPUÃ, 1646 - BRASILÂNDIA - CEP: 02831-001 - Tel: 3921- 3830/ 3921-8713",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 15:59:50.883,1,SEM FILA,1,1,1,1,1,1,1,1,197
UBS ELISA MARIA II-DR.CAMILO CRISTÓFARO MARTINS,"Av. General Penha Brasil, 2651. Jardim dos Francos / Brasilândia",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 15:57:11.617,1,SEM FILA,1,1,1,1,1,1,1,1,1608
UBS FATIMA DE JESUS VIANA ROSA - VILA PENTEADO,"R. URUPEVA, 219 - VL PENTEADO - CEP: 02866-080 - Tel: 3851- 8201/ 3985-3545",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 15:55:34.750,1,SEM FILA,1,1,1,1,1,1,1,1,198
UBS VILA TEREZINHA ,"Rua Domingos Francisco de Medeiros, 70 - Vila Teresinha - CEP: 02854-010",POSTO FIXO,1,40,Brasilândia,3,NORTE,2022-08-22 16:04:59.210,1,SEM FILA,1,1,1,1,1,1,1,1,205
AMA/UBS INTEGRADA MASSAGISTA MÁRIO AMÉRICO,"R. OSCAR DE MOURA LACERDA, 231 - IMIRIM - CEP: 02541-070 - Tel: 2239-1561/ 2255-8417",POSTO FIXO,1,42,Casa Verde,3,NORTE,2022-08-22 15:50:47.220,1,SEM FILA,1,1,1,0,1,1,1,1,210
UBS DR. WALTER ELIAS - CASA VERDE BAIXA,"R. MOURÃO VIEIRA, 11 - CASA VERDE BAIXA - CEP: 02518-020 - Tel: 3858-8593/ 3858-8626",POSTO FIXO,1,42,Casa Verde,3,NORTE,2022-08-22 15:55:52.830,1,SEM FILA,1,1,1,0,1,1,1,1,213
UBS PARQUE PERUCHE,"R. JOSÉ RANGEL DE CAMARGO, 500 - PQ PERUCHE - CEP: 02538-010 - Tel: 3858-8303/ 3951-6756",POSTO FIXO,1,42,Casa Verde,3,NORTE,2022-08-22 16:07:12.910,1,SEM FILA,1,1,1,0,1,1,1,1,214
AMA/UBS INTEGRADA VILA PALMEIRAS,"R. FRANCISCO LOTUFO, 24 - FREGUESIA DO Ó - CEP: 02727- 020 - Tel: 3931-8242/ 3931-7923",POSTO FIXO,1,43,Freguesia do Ó,3,NORTE,2022-08-22 15:52:54.657,1,SEM FILA,1,1,1,1,1,1,1,1,215
UBS CRUZ DAS ALMAS,"R. PADRE FELICIANO DOMINGOS, 90 - FREGUESIA DO Ó - CEP: 02965-140 - Tel: 3975-3531/ 3992-2975",POSTO FIXO,1,43,Freguesia do Ó,3,NORTE,2022-08-22 15:52:53.797,1,SEM FILA,1,1,1,1,1,1,1,1,216
UBS JARDIM GUANABARA,"AV. MINISTRO PETRÔNIO PORTELA, 663 - FREGUESIA DO Ó - CEP: 02959-000 - Tel: 3975-2134/ 3992-8432",POSTO FIXO,1,43,Freguesia do Ó,3,NORTE,2022-08-22 08:02:06.683,1,SEM FILA,1,1,1,1,0,1,1,1,217
UBS VILA PROGRESSO - JD MONTE ALEGRE,"R. ANTONIO GENELLE, 30 - JD MONTE ALEGRE - CEP: 02811- 020 - Tel: 3992-2349/ 3975-2893",POSTO FIXO,1,43,Freguesia do Ó,3,NORTE,2022-08-22 16:01:47.537,1,SEM FILA,1,1,1,1,1,1,1,1,218
UBS VILA RAMOS - FREGUESIA DO Ó,"R. FERRAZ DE VASCONCELOS, 80 - NOSSA SENHORA DO O - CEP: 02760060 - Tel: 3924-0208/ 3921-4111",POSTO FIXO,1,43,Freguesia do Ó,3,NORTE,2022-08-22 16:00:33.763,1,SEM FILA,1,1,1,1,1,1,1,1,219
UBS ADELAIDE LOPES,"AV. CLAVÁSIO ALVES DA SILVA, 683 - LIMÃO - CEP: 02728-030 - Tel: 3936-8370/ 3933-0366",POSTO FIXO,1,46,Limão,3,NORTE,2022-08-22 15:51:27.443,1,SEM FILA,1,1,1,0,1,1,1,1,236
UBS RECANTO DOS HUMILDES,"R. PAVÃO, 36 A - RECANTO DOS HUMILDES - CEP: 05210-000 - Tel: 3915-6452/ 3917-5870",POSTO FIXO,1,48,Perus,3,NORTE,2022-08-22 11:58:35.783,1,SEM FILA,1,1,1,0,1,1,1,1,243
UBS VILA PIRITUBA,"R. RIBEIRÃO VERMELHO, 501 - VL PIRITUBA - CEP: 05170-000 - Tel: 3901-6192/ 3904-2509",POSTO FIXO,1,49,Pirituba,3,NORTE,2022-08-22 15:50:33.063,1,SEM FILA,1,1,1,0,1,1,1,1,251
UBS VILA MANGALOT,"R. PORTÃO PRETO, 220 - VILA MANGALOT - CEP: 05131-120 - Tel: 3904-1292/ 3906-9891",POSTO FIXO,1,51,São Domingos,3,NORTE,2022-08-22 12:18:28.837,1,SEM FILA,1,1,1,0,1,1,1,1,258
AE TUCURUVI - PROF ARMANDO DE AGUIAR PUPO,"Avenida Nova Cantareira, 1467 - Tucuruvi - CEP 02331-002 Tel: 2996-7679",POSTO FIXO,1,53,Tucuruvi,3,NORTE,2022-08-22 16:09:08.093,1,SEM FILA,1,1,1,0,1,1,1,1,489
UBS VILA NIVI,"PRAÇA CAMPINÓPOLIS, 125 - VL NIVI - CEP: 02252-160 - Tel: 2201-7219/ 2951-7670",POSTO FIXO,1,53,Tucuruvi,3,NORTE,2022-08-22 15:45:31.893,1,SEM FILA,1,1,1,0,1,1,1,1,268
UBS CARANDIRU,"R. JOSE PEREIRA JORGE, 305 - CARANDIRU - CEP: 02067-020 - Tel: 3475-8800/3475-8815/3475-8829",POSTO FIXO,1,54,Vila Guilherme,3,NORTE,2022-08-22 15:57:08.727,1,SEM FILA,1,1,1,0,1,1,1,0,270
UBS VILA IZOLINA MAZZEI,"R. ORLANDO RIBEIRO DANTAS, 154 - VL IZOLINA MAZZEI - CEP: 02083-010 - Tel: 2201-5552/ 3478-6100/ 3478-6102/ 3478-6105/ 3478-6107",POSTO FIXO,1,54,Vila Guilherme,3,NORTE,2022-08-22 15:54:12.913,1,SEM FILA,1,1,1,0,1,1,1,1,271
UBS JARDIM JAPÃO,"R. SOBRAL JUNIOR, 452 - VL MARIA ALTA - CEP: 02130-020 - Tel: 3478-7350/ 3478-7351/ 3478-7363/ 3478-7369",POSTO FIXO,1,55,Vila Maria,3,NORTE,2022-08-22 15:57:36.433,1,SEM FILA,1,1,1,0,1,1,1,1,273
UBS VILA GUILHERME,"Rua Horácio de Castilho, 270 - VL GUILHERME - CEP: 02125- 020 - Tel: 3475-5256/ 2904-8270",POSTO FIXO,1,55,Vila Maria,3,NORTE,2022-08-22 15:56:01.940,1,SEM FILA,1,1,1,0,1,1,1,1,269
AMA/UBS INTEGRADA VILA MEDEIROS,"R. EURICO SODRE, 353 - VL MEDEIROS - CEP: 02215-010 - Tel: 3478-6363/ 3478-6365",POSTO FIXO,1,56,Vila Medeiros,3,NORTE,2022-08-22 15:51:19.630,1,SEM FILA,1,1,1,0,1,1,1,1,278
UBS JARDIM JULIETA,"R. BALTHAZAR FIDELIS, 264 - JARDIM GUANCÃ - CEP: 02151- 080 - Tel: 2201-1256/ 2201-3907/ 3500-1860",POSTO FIXO,1,56,Vila Medeiros,3,NORTE,2022-08-22 15:48:56.087,1,SEM FILA,1,1,1,0,1,1,1,1,279
UBS VILA EDE,"R. PADRE MARCOS SIMONI, 390 - VL EDE - CEP: 02203-010 - Tel: 3478-5900/ 3478-5901/3478-5917/ 2989-4368",POSTO FIXO,1,56,Vila Medeiros,3,NORTE,2022-08-22 16:04:17.080,1,SEM FILA,1,1,1,0,1,1,1,1,280
UBS VILA SABRINA - DR. CARLOS AUGUSTO AUTRAN PEDERNEIRAS LIMA,"R. FRANCISCO FRANCO MACHADO, 150 - VL. SABRINA - CEP: 02139-020 - Tel: 3478-7250/ 3478-7254/ 3478-7255",POSTO FIXO,1,56,Vila Medeiros,3,NORTE,2022-08-22 15:50:34.517,1,SEM FILA,1,1,1,0,1,1,1,1,281
CSE BUTANTÃ ,"Av. Vital Brasil, 1490 - Butantã, São Paulo - SP, 05503-000",POSTO FIXO,1,58,Butantã,4,OESTE,2022-08-22 14:59:59.330,1,SEM FILA,0,1,0,0,0,1,1,1,529
UBS BUTANTÃ,"R. CABRAL DE MENEZES, 51 - VL GOMES - CEP: 05590-050 - Tel: 3726-1838/ 3726-8591",POSTO FIXO,1,58,Butantã,4,OESTE,2022-08-22 12:48:42.763,1,SEM FILA,1,1,1,0,0,1,1,1,283
AMA/UBS INTEGRADA VILA NOVA JAGUARÉ,"R. SALATIEL DE CAMPOS, 222 - JAGUARÉ - CEP: 05333-010 - Tel: 3768-1527/ 3714-2461",POSTO FIXO,1,61,Jaguaré,4,OESTE,2022-08-22 16:01:10.877,1,SEM FILA,1,1,1,0,1,1,1,1,290
UBS VILA ROMANA,"R. VESPASIANO, 679 - VL ROMANA - CEP: 05044-050 - Tel: 3672- 0911/ 3862-4102",POSTO FIXO,1,62,Lapa,4,OESTE,2022-08-22 15:55:54.237,1,SEM FILA,1,1,1,0,1,1,1,1,293
CSE GERALDO DE PAULA SOUZA,"Av. Dr. Arnaldo, 925 - Sumaré, São Paulo - SP, 01246-000",POSTO FIXO,1,65,Pinheiros,4,OESTE,2022-08-22 16:00:08.040,1,SEM FILA,1,1,1,0,1,1,1,0,507
UBS JOSÉ MARCÍLIO MALTA CARDOSO,"R. BERNARDO GUERTZENSTEIN, 45 - RIO PEQUENO - CEP: 05381-020 - Tel: 3718-0425/ 3768-1569",POSTO FIXO,1,67,Rio Pequeno,4,OESTE,2022-08-22 16:50:30.880,1,SEM FILA,1,1,1,0,1,1,1,1,303
UBS VILA DALVA - ENG. GUILHERME HENRIQUE PINTO COELHO,"R. GUSTAVO BERTHIER, 155 - VL DALVA - CEP: 05386-110 - Tel: 3712-0704/ 3712-1387",POSTO FIXO,1,67,Rio Pequeno,4,OESTE,2022-08-22 15:40:43.617,1,SEM FILA,1,1,1,0,1,1,1,1,306
AMA/UBS INTEGRADA VILA SONIA,"R. ABRAÃO CALIL REZEK, 91 - VL SONIA - CEP: 05625-050 - Tel: 3742-9844/ 3744-2982",POSTO FIXO,1,69,Vila Sônia,4,OESTE,2022-08-22 16:06:58.253,1,SEM FILA,1,1,1,0,1,1,1,1,308
UBS CAMPO GRANDE,"R. MONLEVADE, 195 - VILA ROMANO - CEP: 04679345 - Tel: 5631-3181/ 5634-1643",POSTO FIXO,1,71,Campo Grande,5,SUL,2022-08-22 17:02:42.703,1,SEM FILA,1,1,1,0,1,0,1,1,312
SAE DST / AIDS CAMPO LIMPO,"RUA VITORIO EMANUELE ROSSI, 97 - JARDIM BOM REFUGIO",POSTO FIXO,1,72,Campo Limpo,5,SUL,2022-08-22 15:42:50.253,1,SEM FILA,0,1,1,0,1,1,0,0,545
UBS JARDIM OLINDA,"R. CANORI, 190 - JD OLINDA - CEP: 05757-250 - Tel: 5846-1788/ 5842-9626",POSTO FIXO,1,72,Campo Limpo,5,SUL,2022-08-22 16:56:01.117,1,SEM FILA,1,1,1,0,1,1,1,1,319
UBS PARQUE REGINA - PERINA ALVES TEIXEIRA,"R. MELO COUTINHO, 260 - PQ REGINA - CEP: 05775-230 - Tel: 5511-8585/ 5816-5561",POSTO FIXO,1,72,Campo Limpo,5,SUL,2022-08-22 17:55:41.043,1,SEM FILA,1,1,1,0,1,1,1,1,321
UBS JARDIM COMERCIAL,"R. COSTA NOVA DO PRADO, 92 - JD LILAH - CEP: 05885-190 - Tel: 5873-4880/ 5874-6120",POSTO FIXO,1,73,Capão Redondo,5,SUL,2022-08-22 18:10:10.283,1,SEM FILA,1,1,1,0,1,1,1,1,323
UBS JARDIM LIDIA,"R. GUTEMBERG JOSÉ FERREIRA, 50 - JD LIDIA - CEP: 05860- 070 - Tel: 5511-4428/ 5816-5547",POSTO FIXO,1,73,Capão Redondo,5,SUL,2022-08-22 17:51:19.470,1,SEM FILA,1,1,1,0,1,1,1,1,326
AMA/UBS INTEGRADA JARDIM MIRIAM - MANOEL SOARES DE OLIVEIRA,"AV. SANTO AFONSO, 419 - JD MIRIAM - CEP: 04426-000 - Tel: 5622-7869/ 5621-7569",POSTO FIXO,1,74,Cidade Ademar,5,SUL,2022-08-22 06:52:09.323,1,SEM FILA,1,1,1,0,1,1,1,1,335
UBS JARDIM NITERÓI,"R. SAMUEL ARNOLD, 596 - JD NITEROI - CEP: 04434-000 - Tel: 5611-0122/ 5611-6688",POSTO FIXO,1,74,Cidade Ademar,5,SUL,2022-08-22 15:55:35.780,1,SEM FILA,1,1,1,0,1,1,1,1,341
UBS VILA IMPERIO - DRA GILDA TERA TAHIRA,"R. DR NESTOR SAMPAIO PENTEADO, 181 - AMERICANÓPOLIS - CEP: 04409-060 - Tel: 5624-6786/ 5624-6797",POSTO FIXO,1,74,Cidade Ademar,5,SUL,2022-08-22 11:58:49.567,1,SEM FILA,1,1,1,0,1,1,1,1,346
UBS CHÁCARA DO CONDE,"R. CONSTELAÇÃO DO ESQUADRO, 5 - JD CAMPINAS - CEP: 04858-010 - Tel: 5938-6611/ 5938-3109",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 07:11:04.967,1,SEM FILA,1,1,1,0,1,1,1,0,363
UBS GAIVOTAS,"AV. SÃO PAULO, 23-A - JD GAIVOTA - CEP: 04849-000 - Tel: 5932- 6799/ 5932-6407",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 09:08:23.540,1,SEM FILA,1,1,1,0,0,1,1,1,366
UBS JARDIM ELIANE,"R. HENRY ARTHUR JONES, 201 - JD ELIANA - CEP: 04851-002 - Tel: 5931-5240/ 5528-1887",POSTO FIXO,1,77,Grajaú,5,SUL,2022-08-22 07:29:19.023,1,SEM FILA,1,1,1,0,1,1,1,1,367
UBS PARQUE DO LAGO,"ESTRADA DA BARONESA, 1000 - PQ DO LAGO - CEP: 04944-000 - Tel: 5517-0045/ 5895-5816",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:02:21.380,1,SEM FILA,1,1,1,0,1,1,1,1,404
UBS VERA CRUZ - DR FERNANDO PROENCA DE GOUVEA,"AV. FUNCIONÁRIOS PÚBLICOS (REF.:R.PABLO BRUNA), 379 - JD VERA CRUZ - CEP: 04962-000 - Tel: 5899-9336",POSTO FIXO,1,80,Jardim Ângela,5,SUL,2022-08-22 18:00:10.460,1,SEM FILA,1,1,1,0,1,1,1,1,406
SAE DST/ AIDS M BOI MIRIM,"RUA DEOCLECIANO OLIVEIRA FILHO, 641 - PARQUE SANTO ANTONIO",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 16:46:59.860,1,SEM FILA,1,1,1,0,1,1,0,0,542
UBS JARDIM CELESTE,"R. JOÃO FERNANDES CAMISA NOVA JR., 865 - JD CELESTE - CEP: 05844-000 - Tel: 5812-3738",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 18:25:40.420,1,SEM FILA,1,1,1,0,1,1,1,1,414
UBS JARDIM THOMAS,"R. AUDÁLIO GONÇALVES DOS SANTOS, 158 - JD THOMAS - CEP: 05833-040 - Tel: 5514-0345/ 5894-4218",POSTO FIXO,1,81,Jardim São Luis,5,SUL,2022-08-22 17:52:51.480,1,SEM FILA,1,1,1,0,1,1,1,1,416
UBS BARRAGEM,"R. DOIS, 3 - BARRAGEM - CEP: 04877-110 - Tel: 5977-3212/ 5977- 1020",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 12:00:11.027,1,SEM FILA,1,1,1,0,0,1,1,1,426
UBS PARELHEIROS,"R. JUVENAL LUZ X R. MARIO TRAPE, S/Nº - JD NOVO PARELHEIROS - CEP: 04890-420 - Tel: 5921-6780/ 5921-4946",POSTO FIXO,1,84,Parelheiros,5,SUL,2022-08-22 18:55:32.063,1,SEM FILA,1,1,1,0,1,1,1,1,435
UBS JARDIM SELMA - CIDADE ADEMAR,"R. PEDRO FERNANDES ARAGÃO, 305 - JARDIM SELMA - CEP: 04431-160 - Tel: 5611-1641/ 5611-6743",POSTO FIXO,1,85,Pedreira,5,SUL,2022-08-22 15:56:03.453,1,SEM FILA,1,1,1,0,1,1,1,1,444
UBS PARAISOPOLIS II,"R. PASQUALE GUALUPPI, 951 - PARAISÓPOLIS - CEP: 05660- 000 - Tel: 3501-9031/ 3501-2839",POSTO FIXO,1,90,Vila Andrade,5,SUL,2022-08-22 18:00:39.807,1,SEM FILA,1,1,1,0,0,1,1,1,466
UBS PARAISOPOLIS III,"R. SILVEIRA SAMPAIO, 660 - JD MORUMBI - CEP: 05656-010 - Tel: 3742-2978/ 3742-1323",POSTO FIXO,1,90,Vila Andrade,5,SUL,2022-08-22 17:58:33.043,1,SEM FILA,1,1,1,0,1,1,1,1,467
UBS VILA PRAIA,Rua André de Andrade s/nº,POSTO FIXO,1,90,Vila Andrade,5,SUL,2022-08-22 17:55:43.497,1,SEM FILA,1,1,1,0,1,1,1,1,522
